TrainRMSE,TrainRsquared,OOBerror,TestRMSE,TestRsquared
12.046933460049877,0.22694644729492908,12.591480894502281,12.19533313639015,0.6720071920392686
11.873724269413524,0.32309000576660174,12.531661625198883,13.595062193474648,0.12395108755065239
11.461242752212254,0.45368825152939785,12.381044547183983,13.853979693553027,0.011085832255150028
11.608132095011168,0.35886229261829505,12.041805694872007,12.194446238791507,0.16441386900049962
11.700468282105819,0.30913708583722505,12.052083314081745,12.511958527834903,0.2893826471965353
11.216785599674726,0.38311627183141006,11.680546265779029,13.569786533422144,0.04589714275943343
11.41609798185344,0.46206230131417797,12.117621976420718,12.854181466997487,0.05192120527488313
11.726268437173728,0.39385891877507884,12.541595912750793,11.39814202537255,0.17764182346366314
12.40137790174554,0.3280750185947776,12.594696295361063,10.870191626820363,0.5072787473852995
11.613365253710187,0.4185689702291808,12.14239224367161,11.302349015811005,0.09819203284144587
