TrainRMSE,TrainRsquared,OOBerror,TestRMSE,TestRsquared
12.808862680893563,0.351786776535689,12.959163997844906,9.13686035290082,0.44859384376473055
11.494285355919402,0.4310783723395216,12.007712953219697,12.454288000890932,0.211526049228752
10.63507250555709,0.4436675085090803,11.176558239793064,13.49677086480516,0.06352696590483667
12.24982328010905,0.2814795928799708,12.437232430198133,11.677571132578175,0.3405924081625804
9.382276280670975,0.5469691431124306,10.253575093633128,16.080345119974265,2.6269604202658444e-5
11.475395785266139,0.36798498918997413,11.98570414743552,12.315957648370686,0.20678047231360575
11.427663418959352,0.40046738904791984,12.066796109810797,12.048930496761528,0.17072559832799358
11.956020649838889,0.32314553364504806,13.247581746491337,10.802311179017423,0.2830393590234091
11.322134376782063,0.34949212223190873,11.771158810019065,12.665510391296138,0.10925566004662907
11.165265123450816,0.42086670094532835,11.767810747351172,12.17184508357196,0.1521221871208798
