TrainRMSE,TrainRsquared,OOBerror,TestRMSE,TestRsquared
12.75312876344334,0.37037351736429225,12.98521197583928,10.13446911733201,0.31510466958148337
11.415390175293645,0.3748010073607988,11.889176503560396,13.166010256194907,0.1280902858821444
10.294401296994513,0.46459362427431755,11.00989860885581,15.826610311268537,0.0068717382950817495
12.347151200550808,0.29012256712147705,12.723289804284382,11.778714227291754,0.34338775229369484
11.63681521691727,0.3951613346281925,11.95961221080697,12.644249433105506,0.08432698473675251
11.304348675579696,0.3785289100680036,11.775337155382612,12.941525786931829,0.11785821181314292
11.992212219443406,0.3623582181184795,12.606415434547184,11.610131405304909,0.23816836492514568
12.331002451916193,0.4460230089375245,12.851166140669939,10.610925943448887,0.4257372764223413
11.201097270154522,0.47768896257510746,11.448475179343202,13.85450832496606,0.0023651822590363683
11.65815314406991,0.37898784535789654,12.357625298379457,11.943012326299518,0.18721602470253151
