TrainRMSE,TrainRsquared,OOBerror,TestRMSE,TestRsquared
12.11337743570499,0.22691953509006516,12.555827378293882,11.495204223028773,0.6056316233867097
11.891331591808223,0.3288341712840198,12.46761581569278,11.697794015713054,0.3106568982930143
11.587803977592849,0.4078483579439086,12.112534973133489,12.004215306548994,0.14839858073708712
11.343263813174776,0.3371862167104134,12.078001493033264,13.72485886522982,0.09924746524457125
11.6062672315337,0.3077707991593944,12.08944684191767,12.386127424305554,0.3077002884438392
11.007245518718678,0.41931668912151593,11.627825911809797,13.228183818232335,0.04997249411108824
11.262163030236648,0.4070174098591391,11.798235621682984,13.77938036338889,0.004566459858347877
11.488271204959203,0.4113438060831836,12.263265595034309,11.316021837242161,0.18958166347602223
12.378814047590337,0.3021654906460041,12.527201066804912,10.498656374811414,0.5181582064027183
11.468921398003035,0.45109896933193905,12.163217364716143,11.939986193758138,0.112206361212257
