TrainRMSE,TrainRsquared,OOBerror,TestRMSE,TestRsquared
12.952241406124744,0.32264499108935957,13.308264201514646,9.596296921773874,0.38906481910135005
11.351992462611891,0.37545691637251044,11.952717919320373,12.908140308478863,0.1647373232366305
10.509933202629277,0.4186383202903316,11.5162397961263,15.055862265882478,0.00863152413460813
12.444478169796215,0.25973934380015157,12.617687828826776,11.484740688951671,0.3889193594417825
10.997708470155898,0.4042605928241484,11.782711420356268,13.840382839386882,0.04025216739357167
11.09228286339464,0.3878577746306635,11.701337363157572,13.833250331342812,0.05779950907536637
11.694938278005719,0.36245943057489666,12.183194601447935,12.075470179097193,0.15728018388361523
12.43260583748311,0.4099879672557356,13.3635276128148,9.742965772061858,0.49807545758011973
10.709432581506713,0.43484680113564833,11.035842791591154,14.764064947725368,0.007591541993629672
11.231846014686793,0.4168691115531455,12.153915895490728,12.084099624547342,0.15889360836467423
